,claw_length_cm,endangered,size_cm,specie,sub_specie,tail_length_cm,weight_kg
1036,6.712,least_concern,48.873,three_toed,Pale-throated sloth,5.132,4.47
1037,7.442,least_concern,48.507,three_toed,Pale-throated sloth,4.107,4.775
1038,7.363,least_concern,50.142,three_toed,Pale-throated sloth,5.067,6.709
1039,8.266,least_concern,49.772,three_toed,Pale-throated sloth,6.349,4.348
1040,6.126,least_concern,49.195,three_toed,Pale-throated sloth,5.975,5.634
1041,5.717,least_concern,49.291,three_toed,Pale-throated sloth,6.633,5.057
1042,6.645,least_concern,51.078,three_toed,Pale-throated sloth,6.112,4.232
1043,6.163,least_concern,50.779,three_toed,Pale-throated sloth,3.335,4.585
1044,9.059,least_concern,50.047,three_toed,Pale-throated sloth,5.32,4.269
1045,6.748,least_concern,50.773,three_toed,Pale-throated sloth,6.774,3.309
1046,6.234,least_concern,49.607,three_toed,Pale-throated sloth,5.004,3.577
1047,6.497,least_concern,50.291,three_toed,Pale-throated sloth,5.007,4.631
1048,9.479,least_concern,49.036,three_toed,Pale-throated sloth,3.733,5.68
1049,7.133,least_concern,48.403,three_toed,Pale-throated sloth,5.89,6.077
1050,8.7,least_concern,51.309,three_toed,Pale-throated sloth,5.451,3.199
1051,9.605,least_concern,50.254,three_toed,Pale-throated sloth,2.657,3.834
1052,6.718,least_concern,51.424,three_toed,Pale-throated sloth,4.133,3.077
1053,8.365,least_concern,50.331,three_toed,Pale-throated sloth,5.487,2.315
1054,6.413,least_concern,49.75,three_toed,Pale-throated sloth,4.537,4.354
1055,8.493,least_concern,48.217,three_toed,Pale-throated sloth,4.103,7.737
1056,7.549,least_concern,49.662,three_toed,Pale-throated sloth,5.621,6.133
1057,7.356,least_concern,47.868,three_toed,Pale-throated sloth,6.487,4.099
1058,5.812,least_concern,49.561,three_toed,Pale-throated sloth,3.716,4.642
1059,7.07,least_concern,49.749,three_toed,Pale-throated sloth,4.09,6.033
1060,7.716,least_concern,49.565,three_toed,Pale-throated sloth,5.301,4.254
1061,8.016,least_concern,51.696,three_toed,Pale-throated sloth,3.869,5.796
1062,7.827,least_concern,48.489,three_toed,Pale-throated sloth,5.93,7.24
1063,8.746,least_concern,49.083,three_toed,Pale-throated sloth,4.818,5.245
1064,7.655,least_concern,51.07,three_toed,Pale-throated sloth,6.255,5.282
1065,6.152,least_concern,49.097,three_toed,Pale-throated sloth,6.045,5.101
1066,7.445,least_concern,49.45,three_toed,Pale-throated sloth,6.06,3.577
1067,7.424,least_concern,50.881,three_toed,Pale-throated sloth,5.59,5.262
1068,6.075,least_concern,48.704,three_toed,Pale-throated sloth,6.208,6.021
1069,4.799,least_concern,49.477,three_toed,Pale-throated sloth,4.813,5.861
1070,8.974,least_concern,50.424,three_toed,Pale-throated sloth,3.636,5.945
1071,7.773,least_concern,47.351,three_toed,Pale-throated sloth,3.15,4.96
1072,8.634,least_concern,49.647,three_toed,Pale-throated sloth,4.814,4.914
1073,4.864,least_concern,51.829,three_toed,Pale-throated sloth,5.339,2.307
1074,8.84,least_concern,50.495,three_toed,Pale-throated sloth,4.861,3.876
1075,6.572,least_concern,50.197,three_toed,Pale-throated sloth,5.062,2.68
1076,8.146,least_concern,49.605,three_toed,Pale-throated sloth,5.71,6.051
1077,6.694,least_concern,50.536,three_toed,Pale-throated sloth,5.386,4.969
1078,6.653,least_concern,47.984,three_toed,Pale-throated sloth,4.794,3.08
1079,7.33,least_concern,52.835,three_toed,Pale-throated sloth,4.421,3.785
1080,7.359,least_concern,49.822,three_toed,Pale-throated sloth,5.857,5.101
1081,7.146,least_concern,48.112,three_toed,Pale-throated sloth,5.919,5.765
1082,8.818,least_concern,49.634,three_toed,Pale-throated sloth,5.33,4.237
1083,6.518,least_concern,48.598,three_toed,Pale-throated sloth,7.055,3.679
1084,7.255,least_concern,50.561,three_toed,Pale-throated sloth,4.449,5.396
1085,5.999,least_concern,48.864,three_toed,Pale-throated sloth,5.695,2.98
1086,5.73,least_concern,51.069,three_toed,Pale-throated sloth,5.43,5.504
1087,8.382,least_concern,48.237,three_toed,Pale-throated sloth,3.888,4.57
1088,6.632,least_concern,51.194,three_toed,Pale-throated sloth,6.187,5.995
1089,8.443,least_concern,50.791,three_toed,Pale-throated sloth,5.582,6.391
1090,6.706,least_concern,49.771,three_toed,Pale-throated sloth,3.071,2.913
1091,7.717,least_concern,50.255,three_toed,Pale-throated sloth,5.208,5.09
1092,9.002,least_concern,48.927,three_toed,Pale-throated sloth,5.352,4.912
1093,8.182,least_concern,49.438,three_toed,Pale-throated sloth,5.623,4.733
1094,10.161,least_concern,48.421,three_toed,Pale-throated sloth,4.79,3.397
1095,8.427,least_concern,49.907,three_toed,Pale-throated sloth,4.473,5.264
1096,7.076,least_concern,49.276,three_toed,Pale-throated sloth,5.612,6.35
1097,7.071,least_concern,49.912,three_toed,Pale-throated sloth,5.395,2.828
1098,6.656,least_concern,48.806,three_toed,Pale-throated sloth,3.861,4.457
1099,7.67,least_concern,49.409,three_toed,Pale-throated sloth,6.823,4.012
1100,7.873,least_concern,50.355,three_toed,Pale-throated sloth,3.337,3.816
1101,8.954,least_concern,49.695,three_toed,Pale-throated sloth,4.228,4.169
1102,7.182,least_concern,48.685,three_toed,Pale-throated sloth,4.489,4.637
1103,7.638,least_concern,50.415,three_toed,Pale-throated sloth,4.471,5.893
1104,7.989,least_concern,49.042,three_toed,Pale-throated sloth,4.661,2.423
1105,7.465,least_concern,49.466,three_toed,Pale-throated sloth,4.899,5.427
1106,5.785,least_concern,50.179,three_toed,Pale-throated sloth,5.373,5.33
1107,8.348,least_concern,50.761,three_toed,Pale-throated sloth,6.087,3.201
1108,6.147,least_concern,48.85,three_toed,Pale-throated sloth,4.616,4.816
1109,6.311,least_concern,48.775,three_toed,Pale-throated sloth,5.2,4.73
1110,8.875,least_concern,49.806,three_toed,Pale-throated sloth,5.411,3.386
1111,7.027,least_concern,50.433,three_toed,Pale-throated sloth,3.395,2.991
1112,9.703,least_concern,48.409,three_toed,Pale-throated sloth,5.261,5.192
1113,6.395,least_concern,49.396,three_toed,Pale-throated sloth,3.743,5.582
1114,7.19,least_concern,49.792,three_toed,Pale-throated sloth,3.457,6.373
1115,6.437,least_concern,50.286,three_toed,Pale-throated sloth,4.48,2.962
1116,6.628,least_concern,51.342,three_toed,Pale-throated sloth,4.273,5.853
1117,7.939,least_concern,48.522,three_toed,Pale-throated sloth,4.509,4.821
1118,7.427,least_concern,51.08,three_toed,Pale-throated sloth,4.654,3.169
1119,7.304,least_concern,50.539,three_toed,Pale-throated sloth,4.622,3.575
1120,8.088,least_concern,49.923,three_toed,Pale-throated sloth,3.524,5.633
1121,8.262,least_concern,49.094,three_toed,Pale-throated sloth,5.385,4.481
1122,8.277,least_concern,50.937,three_toed,Pale-throated sloth,5.415,4.063
1123,6.79,least_concern,50.034,three_toed,Pale-throated sloth,4.471,3.551
1124,8.217,least_concern,49.011,three_toed,Pale-throated sloth,3.533,6.121
1125,7.915,least_concern,49.682,three_toed,Pale-throated sloth,5.481,4.341
1126,6.975,least_concern,49.589,three_toed,Pale-throated sloth,5.65,5.019
1127,6.368,least_concern,48.698,three_toed,Pale-throated sloth,4.882,5.139
1128,8.244,least_concern,50.404,three_toed,Pale-throated sloth,5.039,4.688
1129,7.12,least_concern,49.59,three_toed,Pale-throated sloth,5.624,3.565
1130,5.436,least_concern,49.198,three_toed,Pale-throated sloth,4.637,2.895
1131,7.84,least_concern,49.813,three_toed,Pale-throated sloth,5.651,5.524
1132,7.506,least_concern,49.739,three_toed,Pale-throated sloth,5.804,5.731
1133,7.237,least_concern,49.743,three_toed,Pale-throated sloth,5.35,6.394
1134,8.333,least_concern,49.892,three_toed,Pale-throated sloth,5.014,4.475
1135,8.399,least_concern,50.957,three_toed,Pale-throated sloth,5.059,5.248
1136,7.102,least_concern,50.392,three_toed,Pale-throated sloth,4.221,1.223
1137,6.349,least_concern,49.126,three_toed,Pale-throated sloth,6.462,4.706
1138,6.365,least_concern,50.907,three_toed,Pale-throated sloth,4.677,4.767
1139,6.01,least_concern,51.132,three_toed,Pale-throated sloth,3.793,3.221
1140,7.292,least_concern,49.677,three_toed,Pale-throated sloth,4.784,7.667
1141,8.154,least_concern,50.899,three_toed,Pale-throated sloth,6.471,5.628
1142,7.195,least_concern,49.905,three_toed,Pale-throated sloth,4.855,5.737
1143,7.526,least_concern,50.524,three_toed,Pale-throated sloth,4.835,4.733
1144,8.227,least_concern,49.78,three_toed,Pale-throated sloth,5.286,4.453
1145,6.63,least_concern,50.966,three_toed,Pale-throated sloth,4.724,4.454
1146,7.284,least_concern,47.19,three_toed,Pale-throated sloth,4.925,3.016
1147,9.105,least_concern,49.361,three_toed,Pale-throated sloth,4.133,4.364
1148,7.678,least_concern,50.434,three_toed,Pale-throated sloth,3.955,2.235
1149,8.037,least_concern,50.567,three_toed,Pale-throated sloth,4.931,4.484
1150,8.72,least_concern,50.188,three_toed,Pale-throated sloth,4.513,5.12
1151,6.879,least_concern,49.733,three_toed,Pale-throated sloth,4.356,4.432
1152,8.096,least_concern,50.031,three_toed,Pale-throated sloth,4.451,3.427
1153,5.599,least_concern,50.751,three_toed,Pale-throated sloth,7.158,3.805
1154,8.564,least_concern,50.884,three_toed,Pale-throated sloth,4.568,3.667
1155,7.173,least_concern,51.386,three_toed,Pale-throated sloth,3.617,4.074
1156,7.228,least_concern,48.849,three_toed,Pale-throated sloth,6.082,5.65
1157,8.149,least_concern,49.721,three_toed,Pale-throated sloth,5.798,4.368
1158,6.77,least_concern,50.642,three_toed,Pale-throated sloth,4.751,5.585
1159,7.676,least_concern,50.016,three_toed,Pale-throated sloth,4.654,4.521
1160,9.855,least_concern,51.121,three_toed,Pale-throated sloth,5.573,5.834
1161,8.131,least_concern,48.201,three_toed,Pale-throated sloth,5.955,3.615
1162,7.6,least_concern,50.77,three_toed,Pale-throated sloth,5.853,4.189
1163,5.925,least_concern,50.485,three_toed,Pale-throated sloth,4.806,3.348
1164,7.247,least_concern,47.991,three_toed,Pale-throated sloth,5.58,2.01
1165,6.804,least_concern,49.416,three_toed,Pale-throated sloth,5.15,5.286
1166,7.602,least_concern,47.146,three_toed,Pale-throated sloth,5.352,4.666
1167,8.199,least_concern,50.137,three_toed,Pale-throated sloth,3.863,5.702
1168,7.971,least_concern,49.577,three_toed,Pale-throated sloth,5.141,5.386
1169,7.441,least_concern,49.113,three_toed,Pale-throated sloth,3.876,4.388
1170,7.636,least_concern,49.203,three_toed,Pale-throated sloth,3.855,2.196
1171,8.602,least_concern,49.875,three_toed,Pale-throated sloth,4.155,4.945
1172,7.924,least_concern,50.065,three_toed,Pale-throated sloth,5.777,6.477
1173,7.817,least_concern,49.692,three_toed,Pale-throated sloth,4.443,5.919
1174,6.463,least_concern,49.462,three_toed,Pale-throated sloth,3.57,4.107
1175,7.841,least_concern,49.025,three_toed,Pale-throated sloth,5.924,5.713
1176,8.826,least_concern,48.108,three_toed,Pale-throated sloth,4.337,1.932
1177,8.216,least_concern,52.451,three_toed,Pale-throated sloth,4.374,3.395
1178,7.365,least_concern,50.171,three_toed,Pale-throated sloth,4.151,5.993
1179,6.655,least_concern,50.346,three_toed,Pale-throated sloth,6.245,7.477
1180,7.608,least_concern,48.942,three_toed,Pale-throated sloth,6.668,5.754
1181,7.605,least_concern,50.018,three_toed,Pale-throated sloth,4.619,6.303
1182,6.684,least_concern,48.969,three_toed,Pale-throated sloth,4.828,3.801
1183,8.883,least_concern,49.799,three_toed,Pale-throated sloth,3.843,3.168
1184,8.133,least_concern,50.258,three_toed,Pale-throated sloth,5.785,6.544
1185,7.298,least_concern,48.321,three_toed,Pale-throated sloth,6.438,5.045
1186,6.956,least_concern,48.481,three_toed,Pale-throated sloth,4.493,4.841
1187,8.616,least_concern,50.394,three_toed,Pale-throated sloth,4.83,4.566
1188,8.132,least_concern,49.726,three_toed,Pale-throated sloth,4.1,5.707
1189,6.904,least_concern,51.864,three_toed,Pale-throated sloth,6.35,5.664
1190,6.217,least_concern,50.666,three_toed,Pale-throated sloth,5.743,6.01
1191,7.056,least_concern,48.578,three_toed,Pale-throated sloth,4.815,4.441
1192,9.32,least_concern,51.833,three_toed,Pale-throated sloth,6.294,4.48
1193,7.597,least_concern,50.453,three_toed,Pale-throated sloth,4.986,5.537
1194,7.66,least_concern,51.37,three_toed,Pale-throated sloth,4.157,5.756
1195,8.4,least_concern,51.659,three_toed,Pale-throated sloth,4.965,4.883
1196,6.273,least_concern,48.753,three_toed,Pale-throated sloth,5.281,4.644
1197,8.368,least_concern,49.961,three_toed,Pale-throated sloth,4.866,5.024
1198,7.5,least_concern,49.889,three_toed,Pale-throated sloth,5.614,5.433
1199,8.257,least_concern,48.459,three_toed,Pale-throated sloth,5.235,3.946
1200,6.488,least_concern,48.601,three_toed,Pale-throated sloth,5.873,3.868
1201,6.663,least_concern,50.533,three_toed,Pale-throated sloth,5.826,5.527
1202,5.352,least_concern,49.778,three_toed,Pale-throated sloth,4.414,5.591
1203,9.049,least_concern,50.49,three_toed,Pale-throated sloth,5.599,5.241
1204,5.973,least_concern,50.266,three_toed,Pale-throated sloth,4.048,5.122
1205,7.015,least_concern,50.936,three_toed,Pale-throated sloth,5.716,6.678
1206,7.157,least_concern,48.89,three_toed,Pale-throated sloth,4.398,2.567
1207,7.464,least_concern,50.037,three_toed,Pale-throated sloth,5.574,5.303
1208,5.784,least_concern,51.357,three_toed,Pale-throated sloth,5.987,3.449
1209,6.949,least_concern,50.666,three_toed,Pale-throated sloth,4.129,3.045
1210,6.718,least_concern,51.1,three_toed,Pale-throated sloth,5.002,4.323
1211,10.39,least_concern,47.538,three_toed,Pale-throated sloth,5.479,3.811
1212,6.607,least_concern,50.555,three_toed,Pale-throated sloth,4.936,5.331
1213,7.278,least_concern,49.187,three_toed,Pale-throated sloth,5.877,4.011
1214,6.372,least_concern,52.389,three_toed,Pale-throated sloth,5.167,5.606
1215,8.965,least_concern,50.032,three_toed,Pale-throated sloth,4.276,4.316
1216,7.415,least_concern,51.528,three_toed,Pale-throated sloth,4.98,3.96
1217,7.175,least_concern,50.015,three_toed,Pale-throated sloth,5.908,3.087
1218,5.702,least_concern,49.413,three_toed,Pale-throated sloth,5.829,5.404
1219,5.768,least_concern,49.044,three_toed,Pale-throated sloth,5.291,6.327
1220,4.444,least_concern,49.956,three_toed,Pale-throated sloth,4.225,5.512
1221,6.908,least_concern,51.543,three_toed,Pale-throated sloth,4.676,5.884
1222,6.511,least_concern,48.541,three_toed,Pale-throated sloth,5.395,4.939
1223,9.056,least_concern,50.818,three_toed,Pale-throated sloth,5.274,5.941
1224,6.422,least_concern,50.94,three_toed,Pale-throated sloth,4.612,4.553
1225,7.552,least_concern,49.493,three_toed,Pale-throated sloth,3.196,5.106
1226,7.338,least_concern,50.529,three_toed,Pale-throated sloth,4.572,5.904
1227,7.175,least_concern,50.565,three_toed,Pale-throated sloth,7.134,5.978
1228,5.837,least_concern,50.305,three_toed,Pale-throated sloth,3.804,3.65
1229,6.055,least_concern,52.504,three_toed,Pale-throated sloth,4.736,3.709
1230,5.69,least_concern,50.194,three_toed,Pale-throated sloth,4.101,6.22
1231,7.352,least_concern,48.294,three_toed,Pale-throated sloth,5.629,5.842
1232,9.156,least_concern,49.117,three_toed,Pale-throated sloth,4.416,5.997
1233,8.115,least_concern,50.24,three_toed,Pale-throated sloth,5.674,4.699
1234,7.961,least_concern,50.749,three_toed,Pale-throated sloth,5.026,2.396
1235,8.181,least_concern,49.715,three_toed,Pale-throated sloth,6.036,5.596
1236,8.898,least_concern,50.73,three_toed,Pale-throated sloth,6.06,5.12
1237,6.915,least_concern,49.996,three_toed,Pale-throated sloth,6.179,4.577
1238,6.779,least_concern,50.986,three_toed,Pale-throated sloth,4.714,6.375
1239,7.118,least_concern,50.371,three_toed,Pale-throated sloth,5.557,5.08
1240,7.166,least_concern,49.701,three_toed,Pale-throated sloth,5.033,4.137
1241,8.398,least_concern,49.191,three_toed,Pale-throated sloth,3.745,3.151
1242,7.891,least_concern,48.442,three_toed,Pale-throated sloth,4.397,5.008
1243,6.779,least_concern,50.614,three_toed,Pale-throated sloth,5.846,3.365
1244,7.437,least_concern,50.808,three_toed,Pale-throated sloth,7.664,5.615
1245,7.193,least_concern,51.742,three_toed,Pale-throated sloth,5.097,5.162
1246,10.117,least_concern,49.958,three_toed,Pale-throated sloth,6.19,3.72
1247,7.773,least_concern,50.395,three_toed,Pale-throated sloth,5.91,4.682
1248,6.654,least_concern,49.698,three_toed,Pale-throated sloth,4.553,3.95
1249,7.886,least_concern,49.192,three_toed,Pale-throated sloth,3.969,5.53
1250,5.722,least_concern,51.121,three_toed,Pale-throated sloth,3.782,4.993
1251,6.724,least_concern,49.078,three_toed,Pale-throated sloth,3.094,4.726
1252,7.622,least_concern,50.36,three_toed,Pale-throated sloth,4.064,5.079
1253,6.457,least_concern,49.628,three_toed,Pale-throated sloth,4.461,4.173
1254,8.276,least_concern,49.896,three_toed,Pale-throated sloth,5.771,6.17
1255,7.147,least_concern,51.293,three_toed,Pale-throated sloth,5.761,4.892
1256,8.292,least_concern,50.551,three_toed,Pale-throated sloth,4.141,6.337
1257,6.751,least_concern,50.677,three_toed,Pale-throated sloth,4.271,3.921
1258,7.588,least_concern,51.863,three_toed,Pale-throated sloth,4.149,3.945
1259,8.703,least_concern,52.135,three_toed,Pale-throated sloth,3.49,4.383
1260,5.766,least_concern,49.0,three_toed,Pale-throated sloth,4.219,4.884
1261,8.506,least_concern,49.251,three_toed,Pale-throated sloth,4.144,6.506
1262,9.071,least_concern,50.495,three_toed,Pale-throated sloth,4.807,5.194
1263,6.32,least_concern,48.824,three_toed,Pale-throated sloth,5.502,2.641
1264,7.931,least_concern,50.211,three_toed,Pale-throated sloth,5.067,5.312
1265,7.33,least_concern,50.108,three_toed,Pale-throated sloth,5.955,5.007
1266,7.338,least_concern,51.015,three_toed,Pale-throated sloth,4.652,4.37
1267,6.968,least_concern,49.156,three_toed,Pale-throated sloth,5.496,3.76
1268,6.501,least_concern,51.487,three_toed,Pale-throated sloth,5.05,5.375
1269,8.431,least_concern,50.245,three_toed,Pale-throated sloth,3.879,4.256
1270,8.294,least_concern,50.347,three_toed,Pale-throated sloth,5.441,3.632
1271,6.745,least_concern,49.661,three_toed,Pale-throated sloth,4.369,5.884
1272,5.86,least_concern,49.863,three_toed,Pale-throated sloth,4.389,5.389
1273,6.423,least_concern,48.83,three_toed,Pale-throated sloth,5.401,3.169
1274,5.215,least_concern,49.473,three_toed,Pale-throated sloth,5.056,3.886
1275,6.416,least_concern,50.135,three_toed,Pale-throated sloth,3.733,4.086
1276,9.229,least_concern,48.123,three_toed,Pale-throated sloth,5.548,4.526
1277,8.679,least_concern,48.005,three_toed,Pale-throated sloth,4.543,3.939
